title,date,pretty_date,url,been_tweeted
Could Eltons dust-up with Dolce & Gabbana be fashions Franz Ferdinand moment?,2015-03-16,Mar 2015,https://is.gd/YRNZkY,0
I had anorexia  but not because I wanted to look like a fashion model,2015-03-19,Mar 2015,https://is.gd/zQCrKi,0
How to dress for spring? Think Kimmy Schmidt,2015-03-09,Mar 2015,https://is.gd/njxDyx,0
Dont let the maverick act fool you  Jeremy Clarksons the ultimate insider,2015-03-11,Mar 2015,https://is.gd/oV2WHn,0
Desiree Akhavan on Appropriate Behaviour and not being the Iranian bisexual Lena Dunham,2015-03-05,Mar 2015,https://is.gd/8w6H4M,0
So this is how the world ends. With us distracted by cute cats,2015-03-04,Mar 2015,https://is.gd/exmkS4,0
Leonard Nimoy's other achievement: Three Men and a Baby,2015-02-27,Feb 2015,https://is.gd/m0megO,0
Friendship bracelets  am I too old for them?,2013-08-26,Aug 2013,https://is.gd/Nk76WR,0
Rick Moranis: 'I wasn't being offered a lot of Schwarzenegger parts',2013-08-22,Aug 2013,https://is.gd/8KxjXe,0
Miley Cyrus's twerking routine was cultural appropriation at its worst,2013-08-27,Aug 2013,https://is.gd/QYYenE,0
"Never mind lads' mags, here are some other things I'd stick in a modesty bag",2013-08-20,Aug 2013,https://is.gd/dK6OBd,0
"Michelle Obama, the rapper: what should she wear?",2013-08-19,Aug 2013,https://is.gd/iCTc4d,0
Beyonc's haircut: the meaning behind her new short style,2013-08-12,Aug 2013,https://is.gd/ob271r,0
"Arrested Development creator Mitch Hurwitz: 'I'm really, really happy with it, for the dumbest reasons'",2013-08-08,Aug 2013,https://is.gd/wGFNNC,0
"Online abuse and bomb threats: let's focus on the problem, not personalities",2013-08-06,Aug 2013,https://is.gd/jQxF5z,0
Warren Zevon: the man behind the demons,2013-08-01,Aug 2013,https://is.gd/61C59e,0
LOL: A quick guide to text speak for David Cameron,2012-05-11,May 2012,https://is.gd/QGIwF2,0
Why did Jason Segel have to lose weight?,2012-05-01,May 2012,https://is.gd/Xxxm7e,0
Fashion advice from the Duchess of Devonshire,2012-04-30,Apr 2012,https://is.gd/UYJtaM,0
Etan Patz: the tragedy that still haunts me,2012-04-24,Apr 2012,https://is.gd/m8E4iE,0
A tale of two outfits  what's with Simon Cowell's limited wardrobe?,2012-04-23,Apr 2012,https://is.gd/2ZeD6s,0
The women-on-women fights staged to keep us occupied,2012-04-17,Apr 2012,https://is.gd/kujecU,0
"The price of designer shoes is rising, so watch your step",2012-04-16,Apr 2012,https://is.gd/b1JGkY,0
Ashley Judd launches unlikely fightback against the media,2012-04-10,Apr 2012,https://is.gd/wklYhY,0
Titanic anniversary: which tacky souvenir will you go for?,2012-04-10,Apr 2012,https://is.gd/YMv9os,0
The real winner at the Oscars this year,2011-02-23,Feb 2011,https://is.gd/R6QDcF,0
Oscars 2011: How to talk about red-carpet fashion,2011-02-27,Feb 2011,https://is.gd/bMbmpZ,0
Why there's no point in dressing up for Paris fashion week,2011-02-20,Feb 2011,https://is.gd/34CF9r,0
Aziz Ansari: mouth of the south,2011-02-16,Feb 2011,https://is.gd/Ge6TSR,0
Arianna Huffington: 'I believe in little platoons',2011-02-15,Feb 2011,https://is.gd/5lCax6,0
Spider-Man: Turn off the Dark  review,2011-02-14,Feb 2011,https://is.gd/aMWN8O,0
The mystery of Sex and the City's enduring appeal,2011-02-13,Feb 2011,https://is.gd/5MiQ73,0
Toxins are all in the mind,2009-01-06,Jan 2009,https://is.gd/FR5vv2,0
Hadley Freeman meets the phenomenon that is Girls Aloud,2009-01-12,Jan 2009,https://is.gd/Q60Z1W,0
Ask Hadley: From hairdo to dole queue: the end of men's bad barnets,2009-01-12,Jan 2009,https://is.gd/SZY6pr,0
Hadley Freeman predicts 2009's recession styles,2009-01-02,Jan 2009,https://is.gd/OfQBFv,0
Ask Hadley: Hot fashion trends for 2009,2009-01-05,Jan 2009,https://is.gd/5Z7gPe,0
2008 in review: Showbiz,2008-12-27,Dec 2008,https://is.gd/wU2uKG,0
Fashion 2008 quiz,2008-12-23,Dec 2008,https://is.gd/w9aFsr,0
Victoria Beckham - The making of an icon,2008-12-18,Dec 2008,https://is.gd/oQiiNU,0
A tasty little present for men - Burger King body spray,2008-12-17,Dec 2008,https://is.gd/hbiX5n,0
Ask Hadley: Hadley Freeman on dressing for Hanukah and gifts for the girlfriend,2008-12-22,Dec 2008,https://is.gd/YMznVm,0
Arrested development,2008-04-04,Apr 2008,https://is.gd/yagZL9,0
Review: Fugitive Denim by Rachel Louise Snyder,2008-03-29,Mar 2008,https://is.gd/uqFbLF,0
"Mills, McCartney and crimes against fashion ... the verdict",2008-03-19,Mar 2008,https://is.gd/7e26qn,0
Hadley Freeman on that 'attention-grabbing' dress and boutique tips,2008-03-24,Mar 2008,https://is.gd/Wsdxcn,0
"Life, art - what's the difference?",2008-03-20,Mar 2008,https://is.gd/6lqxZ4,0
Ask Hadley: Why does Hillary Clinton wear such bad clothes?,2008-03-17,Mar 2008,https://is.gd/vDM2P6,0
"Men, be careful who you sleep with - sex is expensive these days!",2008-03-17,Mar 2008,https://is.gd/dc5LS8,0
Ask Hadley: Fashion dilemmas of a businesswoman,2008-03-10,Mar 2008,https://is.gd/zi0i5v,0
The asparagus whisperer returns,2007-07-19,Jul 2007,https://is.gd/pJGVRJ,0
Crown duels,2007-07-12,Jul 2007,https://is.gd/9hS72e,0
"And not just a renaissance woman, but also a daft punk",2007-07-10,Jul 2007,https://is.gd/MKGjI0,0
LiLo is a renaissance woman: official,2007-07-10,Jul 2007,https://is.gd/qbQdrV,0
"Rev up the white Bronco, baby! We're going into town to cel-e-brate!",2007-07-10,Jul 2007,https://is.gd/zyczxv,0
The truth behind the trainer,2007-07-16,Jul 2007,https://is.gd/zSqTnI,0
Hadley Freeman talks to Pearl Lowe,2007-07-09,Jul 2007,https://is.gd/XZPmV6,0
The stars of the show,2006-09-12,Sep 2006,https://is.gd/kssyKP,0
Espadrilles,2006-09-11,Sep 2006,https://is.gd/AFvO2U,0
Blunt bedfellows,2006-09-04,Sep 2006,https://is.gd/RJY5re,0
Past season,2006-09-08,Sep 2006,https://is.gd/ZeuGYS,0
"Hadley Freeman laments the return of leggings, a fashion disaster",2006-08-31,Aug 2006,https://is.gd/HOhB0j,0
Prada and prejudice,2006-09-05,Sep 2006,https://is.gd/RHFOBQ,0
The six-stone cover stars,2006-08-30,Aug 2006,https://is.gd/oar6bH,0
All made up,2005-04-30,Apr 2005,https://is.gd/YsDejj,0
All made up,2005-05-07,May 2005,https://is.gd/2ZfjEc,0
Women: The week the first ladies went mad,2005-05-05,May 2005,https://is.gd/IzQhkJ,0
The gender gap,2005-05-06,May 2005,https://is.gd/S1uD8B,0
Snippets: David LaChapelle,2005-04-25,Apr 2005,https://is.gd/aYWdSE,0
'Cosmetic surgery? I don't have the time!',2005-04-15,Apr 2005,https://is.gd/LvQyjM,0
All made up,2005-04-09,Apr 2005,https://is.gd/E1bKNb,0
Snippets,2005-03-25,Mar 2005,https://is.gd/MvDejO,0
Mirror mirror,2005-03-12,Mar 2005,https://is.gd/cGcBKd,0
My naughty cousin Catie Lazarus was the funniest woman in any room  how Ill miss her,2021-01-02,Jan 2021,https://is.gd/HUnix3,0
The director who dared to suggest Jewish men don't need rescuing by blond women,2021-01-08,Jan 2021,https://is.gd/eRE3K2,0
Robin Williams's widow: 'There were so many misunderstandings about what had happened to him',2021-01-01,Jan 2021,https://is.gd/jEgMNu,0
Philippa Perry: Most parents are not evil - they're lovely people with the wrong tools',2020-12-26,Dec 2020,https://is.gd/XSPgfS,0
Ive enjoyed talking to celebrities from my bed. Will I want to do it in person again?,2020-12-26,Dec 2020,https://is.gd/yjU5sl,0
My Christmas traditions involve a hangover and the Muppets,2020-12-19,Dec 2020,https://is.gd/BM1ZZQ,0
"So long, Topshop: I can tell the story of my life through stores I have loved and lost",2020-12-12,Dec 2020,https://is.gd/VIqfzH,0
Its time for Ivanka Trump to step out of her Dads shadow. But how?,2020-12-05,Dec 2020,https://is.gd/2l5lih,0
Moses Farrow: Id be very happy to take my fathers surname,2020-12-11,Dec 2020,https://is.gd/Co56fg,0
Im in bed with a stranger  and finally getting some sleep,2020-11-28,Nov 2020,https://is.gd/LtVZwK,0
Drew Barrymores bizarre EgyptAir profile reveals the truth about the celebrity media circus,2018-10-13,Oct 2018,https://is.gd/ymx0ap,0
Philip French: a titan of film criticism whose kindness knew no bounds,2018-10-06,Oct 2018,https://is.gd/7ukqMC,0
We need to talk about Melania Trumps Out of Africa wardrobe,2018-10-10,Oct 2018,https://is.gd/7Fzl8K,0
'Print that!' Broadway legend Patti LuPone sounds off,2018-10-11,Oct 2018,https://is.gd/96qi5S,0
Who picks the fashion classics? A 6ft woman with time to burn,2018-10-06,Oct 2018,https://is.gd/xjKAOt,0
Are automated email responses a good idea? Let me get back to you on that!,2018-09-29,Sep 2018,https://is.gd/tmDF2k,0
Working Girl had power suits and female ambition. But wheres the modern equivalent?,2018-10-04,Oct 2018,https://is.gd/vLo9dU,0
"Female success and male decline: what A Star Is Born tells us about fame, fear and feminism",2018-09-28,Sep 2018,https://is.gd/XsH3s5,0
How Serena Williams won the worlds worst role: representing all of modern womanhood,2018-09-27,Sep 2018,https://is.gd/e1JH1X,0
"Nicolas Cage: If I dont have a job to do, I can be very self-destructive",2018-10-01,Oct 2018,https://is.gd/XW4D8G,0
"At last, a new Oscars cliche: Id like to blame all the little people",2017-03-03,Mar 2017,https://is.gd/KAsIfD,0
Everything you'll never understand about the Oscars until you've been,2017-02-25,Feb 2017,https://is.gd/b9igUQ,0
Justin Trudeau: how did a Canadian PM become a style superhero?,2017-02-27,Feb 2017,https://is.gd/rGjHsW,0
Why do all the women on Fox News look and dress alike? Republicans prefer blondes,2017-02-20,Feb 2017,https://is.gd/zxkY7D,0
Celebrities getting political at the Oscars? Give them an award,2017-02-25,Feb 2017,https://is.gd/LFpFqn,0
Sex-life queries and the alpha combo: what celebs should know about having twins,2017-02-13,Feb 2017,https://is.gd/FM1M4x,0
Kirk Douglas: I never thought Id live to 100. Thats shocked me,2017-02-12,Feb 2017,https://is.gd/NiByFp,0
Tara Palmer-Tomkinson was honest about her wealth. Todays It girls? Not so much,2017-02-18,Feb 2017,https://is.gd/CCqbHA,0
"From Black Mirror to Stranger Things, why do we keep going back to the 80s?",2017-02-18,Feb 2017,https://is.gd/jh9hDx,0
"Oh, how I loved you, Johnny Depp. Now I see the purple-tinted truth",2017-02-11,Feb 2017,https://is.gd/BVYVO6,0
"Red-carpet revolt? No, the Oscars will always be about the dress",2015-03-02,Mar 2015,https://is.gd/OaziST,0
"My Oscars adventure: parties, film cliques and selfies with Eddie Redmayne",2015-02-23,Feb 2015,https://is.gd/zatZEU,0
In what world is naming a lipgloss Underage a good idea?,2015-02-23,Feb 2015,https://is.gd/eDjcpG,0
Americas cult of the newscaster-hero has swallowed itself,2015-02-25,Feb 2015,https://is.gd/vPTbRN,0
Dress stress: what should you wear to the Oscars?,2015-02-23,Feb 2015,https://is.gd/JuCmBC,0
"Zoolanders greatest fashion predictions: onesies, fancy coffees and adults on scooters",2015-02-16,Feb 2015,https://is.gd/oCiBqB,0
Matthew Parris and Jon Snow on the skunk? Thats the way to turn kids off drugs,2015-02-20,Feb 2015,https://is.gd/MO2j0h,0
Strip away the sex and Fifty Shades is just about money and dubious merch,2015-02-12,Feb 2015,https://is.gd/rqPTFI,0
Why boobs are massive on the red carpet in 2015,2015-02-09,Feb 2015,https://is.gd/touZc8,0
Cary Elwes on The Princess Bride: I know what my epitaph will be,2015-02-04,Feb 2015,https://is.gd/sxjY9V,0
Nora Ephron taught me all about feminism  and about sharp writing,2013-08-05,Aug 2013,https://is.gd/1f91Eh,0
What should I wear in the office in hot weather?,2013-08-05,Aug 2013,https://is.gd/CsM8KA,0
"Dry, flaky legs: what's the solution?",2013-07-29,Jul 2013,https://is.gd/rb57GK,0
How to use the internet without being a total loser,2013-07-30,Jul 2013,https://is.gd/YjySir,0
Bitchy resting face: must it be taken so seriously?,2013-07-23,Jul 2013,https://is.gd/PDXtAC,0
"Men's sandals are a no-no  only deck shoes, espadrilles and loafers will do",2013-07-22,Jul 2013,https://is.gd/KcnWiv,0
Royal baby quiz  how much do you know?,2013-07-22,Jul 2013,https://is.gd/AGp2zD,0
Cory Monteith: the Glee star's death is an all-too familiar teen idol plotline,2013-07-16,Jul 2013,https://is.gd/MqvACQ,0
A heatwave is not a reason to abandon your sense of style,2013-07-15,Jul 2013,https://is.gd/CjbJ4P,0
Christiane Amanpour: 'There's still so much prejudice out there',2012-04-15,Apr 2012,https://is.gd/eEN77p,0
Ashley Judd launches unlikely fightback against the media,2012-04-10,Apr 2012,https://is.gd/wklYhY,0
The Mail simply threw Samantha Brick to the wolves,2012-04-04,Apr 2012,https://is.gd/Ty3rok,0
Who would be Mitt Romney's running mate?,2012-04-03,Apr 2012,https://is.gd/vS1B7k,0
Chantelle Houghton's pregnancy enters the soap opera trimester,2012-03-29,Mar 2012,https://is.gd/Sw2FdS,0
Why US TV pundits are just like Kim Kardashian,2012-03-29,Mar 2012,https://is.gd/g2RPG1,0
How should you respond to the suggestion that your bottom is too big for your trousers?,2012-04-02,Apr 2012,https://is.gd/yeYWUS,0
Sex and the City prequel: Meet the teenage Carrie Bradshaw,2012-03-26,Mar 2012,https://is.gd/yRfrBo,0
Kate Middleton's new addition to the family thrills the Daily Mail,2012-03-29,Mar 2012,https://is.gd/Sml2Rb,0
My cut-out-and-keep guide on how to stop women having sex,2011-02-09,Feb 2011,https://is.gd/PTBPeu,0
The Saturday interview: Tommy Hilfiger,2011-02-05,Feb 2011,https://is.gd/ST1fw7,0
Dallas set for comeback with JR at the helm,2011-02-02,Feb 2011,https://is.gd/7ATZjG,0
"How to look good in winter, or not",2011-01-30,Jan 2011,https://is.gd/V6qIjQ,0
Why you can never look good in a fur coat,2011-02-06,Feb 2011,https://is.gd/eHes7s,0
"Now Faberg opens a pop-up shop (prices: $40,000 to $7m)",2011-01-26,Jan 2011,https://is.gd/ryxEqa,0
Should Michelle Obama and Kate Middleton be patriotic about designers?,2011-02-02,Feb 2011,https://is.gd/L8J57k,0
Alan Cumming: King of off-message,2011-01-24,Jan 2011,https://is.gd/5UnNVd,0
Brief encounter for Office stars Ricky Gervais and Steve Carrell,2011-01-28,Jan 2011,https://is.gd/NzCzgx,0
"Whether it's Tiger Mother's tough love or hapless teenage pregnancies on reality TV,  America is fascinated by parenting porn",2011-01-26,Jan 2011,https://is.gd/2nBH88,0
Victoria Beckham - The making of an icon,2008-12-18,Dec 2008,https://is.gd/oQiiNU,0
A tasty little present for men - Burger King body spray,2008-12-17,Dec 2008,https://is.gd/hbiX5n,0
Ask Hadley: Hadley Freeman on belts over jumpers and tights,2008-12-15,Dec 2008,https://is.gd/XNEpZ8,0
Reality show pop star who turned out to have the real X factor,2008-12-13,Dec 2008,https://is.gd/nxNM3i,0
Oprah's yo-yo years are finally over,2008-12-11,Dec 2008,https://is.gd/sxiB3s,0
Unravelling the Rooney economy,2008-12-10,Dec 2008,https://is.gd/PLOnQJ,0
Why Nicole Kidman is going cheap,2008-12-09,Dec 2008,https://is.gd/T1z3do,0
Exclusive picture of Madonna for next season's Louis Vuitton advertising campaign,2008-12-06,Dec 2008,https://is.gd/1mtGm7,0
Sarah Brown is not alone - but is she right to wear a beret?,2008-12-05,Dec 2008,https://is.gd/qXYyLq,0
Teenagers flock to Birmingham's Clothes Show Live,2008-12-06,Dec 2008,https://is.gd/1vkWBc,0
Ask Hadley: Why does Hillary Clinton wear such bad clothes?,2008-03-17,Mar 2008,https://is.gd/vDM2P6,0
"Men, be careful who you sleep with - sex is expensive these days!",2008-03-17,Mar 2008,https://is.gd/dc5LS8,0
Britney choses to no longer be a chosen person,2008-03-14,Mar 2008,https://is.gd/CUIcdJ,0
Robert Downey Jr apologises to LiS in an unexpectedly racial kinda way,2008-03-06,Mar 2008,https://is.gd/YSx5Ar,0
Christ has risen and he sang Mama,2008-03-11,Mar 2008,https://is.gd/AYp5Vx,0
"Depression schmepression, it's all bonkers",2008-03-04,Mar 2008,https://is.gd/Ib6lPo,0
Do women need to shave?,2008-03-03,Mar 2008,https://is.gd/DKRvmT,0
The Sun sets on the modern age,2008-02-22,Feb 2008,https://is.gd/e2DeNV,0
Hillary begs for a date. And gets one. Maybe,2007-07-12,Jul 2007,https://is.gd/UNPzCI,0
"And not just a renaissance woman, but also a daft punk",2007-07-10,Jul 2007,https://is.gd/MKGjI0,0
LiLo is a renaissance woman: official,2007-07-10,Jul 2007,https://is.gd/qbQdrV,0
"Rev up the white Bronco, baby! We're going into town to cel-e-brate!",2007-07-10,Jul 2007,https://is.gd/zyczxv,0
"Britney now auditioning for Mommie Dearest, the sequel",2007-07-06,Jul 2007,https://is.gd/8aebn3,0
Helen Mirren begins to worry about the competition,2007-07-05,Jul 2007,https://is.gd/TFVQ5D,0
"Proof that God has a dark, dark sense of humour",2007-07-06,Jul 2007,https://is.gd/Y8tYMZ,0
What a carry-on,2007-07-06,Jul 2007,https://is.gd/Y0H9DF,0
What to wear to a posh London book launch? | I need a fantastic winter coat,2006-08-27,Aug 2006,https://is.gd/XuodN6,0
Ask Hadley: Can a young man get away with wearing a hat?,2006-08-20,Aug 2006,https://is.gd/Jj0dWc,0
Putting on a brave face,2006-08-25,Aug 2006,https://is.gd/myQ4tS,0
Ask Hadley,2006-08-14,Aug 2006,https://is.gd/antVUM,0
Interview: Louise Welsh,2006-08-12,Aug 2006,https://is.gd/vCLJgq,0
Pret  Portobello,2006-08-11,Aug 2006,https://is.gd/Gsa6DP,0
Minding the Gap,2005-02-21,Feb 2005,https://is.gd/ug431i,0
All about weave,2005-02-19,Feb 2005,https://is.gd/i4ux1c,0
Mirror mirror,2005-02-12,Feb 2005,https://is.gd/AaiJWV,0
How did dating get to be such a dirty word?,2005-02-14,Feb 2005,https://is.gd/UuUFo5,0
Hadley Freeman meets Nicolas Ghesquire,2005-02-05,Feb 2005,https://is.gd/F78nZ6,0
Hadley Freeman on the musical inspiration behind menswear collections,2005-02-04,Feb 2005,https://is.gd/GHFJvR,0
"Ethan Hawke on regrets, race and surviving Hollywood: 'River Phoenix was a big lesson to me",2020-11-16,Nov 2020,https://is.gd/18wVFj,0
"Michael J Fox: Every step now is a frigging math problem, so I take it slow",2020-11-21,Nov 2020,https://is.gd/JpVOqH,0
More than a second gentleman: why Doug Emhoff is Kamala Harris secret weapon,2020-11-21,Nov 2020,https://is.gd/ZzXxwu,0
I've been lucky enough to meet my childhood heroes. It's (mostly) been a thrill,2020-11-14,Nov 2020,https://is.gd/XU8HTX,0
I know how I'll get through this winter: oversized jumpers and triple jacket potatoes,2020-11-07,Nov 2020,https://is.gd/mn95xq,0
The fall of Johnny Depp: how the world's most beautiful movie star turned very ugly,2020-11-03,Nov 2020,https://is.gd/UKNcHP,0
"If Trump wins, will I be giving my twins a life lesson: sometimes bad guys finish first?",2020-10-31,Oct 2020,https://is.gd/KpvwQV,0
Trump's deep narcissism acted as a distorted mirror for millions of voters,2020-11-05,Nov 2020,https://is.gd/aFQKr8,0
Helena Bonham Carter: Divorce is cruel. But some parts are to be recommended',2020-10-31,Oct 2020,https://is.gd/eSOlMQ,0
"I cant face eggs, nor can Eddie Redmayne  what does your weird phobia say about you?",2020-10-24,Oct 2020,https://is.gd/50iO1j,0
"A former teacher gets in touch, nostalgic about the past. I remember it differently",2018-09-22,Sep 2018,https://is.gd/y1dwg0,0
"We must listen to Soon-Yi Previn, as well as Ronan and Dylan Farrow",2018-09-17,Sep 2018,https://is.gd/PdeBnT,0
Give Serena Williams a break  us working mothers know what shes up against,2018-09-15,Sep 2018,https://is.gd/jp0Quc,0
Is it acceptable to laugh at Donald Trumps mushroom?,2018-09-19,Sep 2018,https://is.gd/dPLqfl,0
How to fit in at London fashion week: a beginners guide,2018-09-12,Sep 2018,https://is.gd/3OVxRc,0
The scarlet woman cliche wheeled out for Carrie Symonds makes me vomit,2018-09-11,Sep 2018,https://is.gd/UdIKQ1,0
"Its Jewish new year, a time to eat and talk  and therell only be one topic at the table",2018-09-08,Sep 2018,https://is.gd/r18Vr2,0
Heathers the Musical review  teenagers safely on the rampage,2018-09-13,Sep 2018,https://is.gd/yNJfHw,0
Reign of the scumbro: the meaning of Justin Biebers ugly style,2018-09-05,Sep 2018,https://is.gd/XkoXU5,0
Interviewing Burt Reynolds was a revelation which still shocksme today,2018-09-07,Sep 2018,https://is.gd/4bh6Qa,0
Will buying a leather jacket make it look like Im having a midlife crisis?,2017-02-06,Feb 2017,https://is.gd/t5IRBq,0
Im American and British. Can I save the special relationship?,2017-02-04,Feb 2017,https://is.gd/0525mG,0
Beyonc's pregnancy: a distraction from the dumpster fire that is reality,2017-02-02,Feb 2017,https://is.gd/r2S4nl,0
"When Trump supporters sneer at protests, what are they scared of?",2017-02-02,Feb 2017,https://is.gd/7RUkvF,0
Denial lawyer Anthony Julius on antisemitism and the age of extremes,2017-01-31,Jan 2017,https://is.gd/2s2dUV,0
Tie length: a worrying guide to Trumps state of mind,2017-01-30,Jan 2017,https://is.gd/vSvyJf,0
No president cares more about size  so lets show Trump how many of us oppose him,2017-01-28,Jan 2017,https://is.gd/dphCSK,0
Seinfeld had the worst clothes  but now the streets are awash with Jerry-a-likes,2017-01-23,Jan 2017,https://is.gd/iuDqFq,0
From Deliciously Ella to Donald Trump: the evolution of 'truth',2017-01-14,Jan 2017,https://is.gd/CweIrK,0
Ryan Gosling in La La Land is every bad date you ever had,2017-01-21,Jan 2017,https://is.gd/fPE2mS,0
Bare ankles in winter wont make you chic  just cold,2015-02-02,Feb 2015,https://is.gd/p2n4D9,0
Exercise is not a lifestyle statement so why spend a fortune on sportswear?,2015-01-26,Jan 2015,https://is.gd/YOJP9l,0
Flares are ridiculous. Pity the desperate designers who bring them back into fashion,2015-01-19,Jan 2015,https://is.gd/zpej9e,0
How Amy Poehler and Tina Fey made the Golden Globes the first feminist film awards ceremony,2015-01-12,Jan 2015,https://is.gd/JmL65i,0
Jeremy Piven: 'You can get caught up in getting the world to love you',2015-01-10,Jan 2015,https://is.gd/V0dmg5,0
Prince Andrew does a fabulous job: as a gift to republicans that keeps on giving,2015-01-07,Jan 2015,https://is.gd/1aAdNW,0
Its great that Cline is celebrating Joan Didion  but to sell accessories?,2015-01-12,Jan 2015,https://is.gd/xjKa3s,0
Gwyneth Paltrows detox or the Red Carpet diet: can celebrities make you fitter?,2015-01-05,Jan 2015,https://is.gd/pHDqLz,0
The main lesson I learned from 2014? Innocence is definitely dead now,2014-12-29,Dec 2014,https://is.gd/lgBbuD,0
How can I have a stylish Christmas?,2014-12-22,Dec 2014,https://is.gd/xmt7vC,0
Wimbledon exposed the sexism women face  as players and girlfriends,2013-07-09,Jul 2013,https://is.gd/te5vbD,0
Can a woman shave her armpits and still call herself a feminist?,2013-07-15,Jul 2013,https://is.gd/bcdzGG,0
How to look stylish this summer,2013-07-08,Jul 2013,https://is.gd/5VfHrh,0
Jesse Eisenberg: 'Acting forces me to be social',2013-07-04,Jul 2013,https://is.gd/ZOeHnt,0
The Bling Ring by Nancy Jo Sales  review,2013-07-04,Jul 2013,https://is.gd/B2mYnb,0
Ellen Page: 'Why are people so reluctant to say they're feminists?',2013-07-03,Jul 2013,https://is.gd/FGyp5J,0
Glastonbury: the casual ageism directed at the Rolling Stones is really decrepit,2013-07-02,Jul 2013,https://is.gd/iVe2UQ,0
"Jeremy Forrest is no Romeo, but neither is he a 'pervert'",2013-06-25,Jun 2013,https://is.gd/Zj89Bw,0
What is the etiquette for taking part in themed weddings?,2013-07-01,Jul 2013,https://is.gd/gkPyny,0
Women should only wear high heels if they really want to,2013-06-24,Jun 2013,https://is.gd/wfWHrO,0
Which is worse? Homophobic bullying at university or on the national political stage?,2012-03-20,Mar 2012,https://is.gd/Ct5nYD,0
James Cameron and Sean Penn prove it's not easy being a celebrity,2012-03-27,Mar 2012,https://is.gd/PMHWHF,0
Has Asma al-Assad ended Christian Louboutin's career?,2012-03-19,Mar 2012,https://is.gd/r2xdKN,0
What type of footwear should men wear with shorts?,2012-03-26,Mar 2012,https://is.gd/Sgm4mR,0
Stella McCartney's London 2012 kit aims for aesthetics gold,2012-03-22,Mar 2012,https://is.gd/7861QS,0
David Byrne: head collaborator,2012-03-15,Mar 2012,https://is.gd/1mcqej,0
What David Cameron and Barack Obama should really be talking about,2012-03-13,Mar 2012,https://is.gd/toGuMA,0
Should I be going out in my pyjamas this season?,2012-03-12,Mar 2012,https://is.gd/qDAVeW,0
Bill Cunningham  New York's king of street style,2012-03-07,Mar 2012,https://is.gd/H5ijkt,0
Fashion is about as democratic as a pair of500 pyjamas,2012-03-05,Mar 2012,https://is.gd/RCfZCR,0
"The inside track on fairytale weddings, Michelle Obama's red dress  and sparkly pens",2011-01-23,Jan 2011,https://is.gd/c58a6f,0
Sarah Palin  a modern-day Lucy van Pelt?,2011-01-19,Jan 2011,https://is.gd/BmoQ2o,0
How best to win an Oscar  try female oral sex,2011-01-12,Jan 2011,https://is.gd/JKUNyB,0
Actresses looking to survive film awards season  ignore your stylist,2011-01-16,Jan 2011,https://is.gd/etYSxT,0
"Get me my fix, I've become the Syd Barrett of Ugg boots",2011-01-09,Jan 2011,https://is.gd/Xzkdyo,0
The G2 Quiz of 2010: Hadley Freeman's America,2010-12-23,Dec 2010,https://is.gd/HWVmTk,0
2011 will be the best!,2010-12-22,Dec 2010,https://is.gd/1Fx859,0
Blowing your bonus on a Chanel bag could be the most sensible purchase you'll make this Christmas,2010-12-20,Dec 2010,https://is.gd/dEf4IA,0
Celebrities have found a new route to self-promotion,2010-12-15,Dec 2010,https://is.gd/Pcwahi,0
Hadley Freeman on Beyonc's big makeover,2008-12-05,Dec 2008,https://is.gd/1NUvrg,0
Hadley Freeman on how the fashion magazines are coping with the recession,2008-11-27,Nov 2008,https://is.gd/C8xyez,0
Roman Polanski and that night in 1977: a reminder,2008-12-04,Dec 2008,https://is.gd/YqjV01,0
Who is on the celebrity godmother wish list?,2008-12-03,Dec 2008,https://is.gd/Bh6tid,0
Leopard-print clothing: a warning,2008-12-01,Dec 2008,https://is.gd/cFCOy8,0
"An eponymous lifestyle magazine? Best leave it to Oprah, Jamie",2008-12-02,Dec 2008,https://is.gd/NnqNmx,0
Ask Hadley: She can ease your fashion pain,2008-12-01,Dec 2008,https://is.gd/haxzgu,0
"A lot of looking, but not a lot of buying as stores feel the credit crunch",2008-11-29,Nov 2008,https://is.gd/8QoPyA,0
Daddy's girls,2008-11-25,Nov 2008,https://is.gd/LaTmdD,0
Ask Hadley: Why do shop mirrors make me look thinner?,2008-11-17,Nov 2008,https://is.gd/deyNQX,0
Return of the prodigal,2008-02-19,Feb 2008,https://is.gd/DNtVYR,0
Why do all female newscasters look like 80s throwbacks?,2008-02-25,Feb 2008,https://is.gd/187Qso,0
Hadley Freeman on the Salvatore Ferragamo show in Milan,2008-02-19,Feb 2008,https://is.gd/YO4DTZ,0
Armani appeals to new markets,2008-02-19,Feb 2008,https://is.gd/377GqL,0
Uproar as model smiles in fashion ad,2008-02-18,Feb 2008,https://is.gd/SMtKuk,0
Ask Hadley: Glasses or contacts?,2008-02-18,Feb 2008,https://is.gd/HUT0fU,0
Hadley Freeman reports on this year's trends at Milan fashion week,2008-02-22,Feb 2008,https://is.gd/6QvG9Z,0
"Proof that God has a dark, dark sense of humour",2007-07-06,Jul 2007,https://is.gd/Y8tYMZ,0
What a carry-on,2007-07-06,Jul 2007,https://is.gd/Y0H9DF,0
Lindsay Lohan proven to be the most efficient salesperson since The Music Man,2007-06-22,Jun 2007,https://is.gd/lRtFqO,0
"Hadley Freeman meets Christopher Kane, 'the next big thing' in British fashion",2007-06-29,Jun 2007,https://is.gd/EALuq3,0
